title,date,photo
"Tumski Cup","2011-09-19 14:51:34 +0100",http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-1.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-2.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-3.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-4.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-5.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-6.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-7.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-8.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-9.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-10.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-11.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-12.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-13.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-14.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-15.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-16.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-17.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-18.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-19.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-20.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-21.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-22.jpg;http://hospicjum/sites/default/files/gallery/20110919145134/galeria-20110919145134-23.jpg
"Miejskie Dni Wolontariatu","2011-10-09 21:55:57 +0100",http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-1.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-2.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-3.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-4.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-5.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-6.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-7.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-8.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-9.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-10.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-11.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-12.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-13.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-14.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-15.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-16.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-17.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-18.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-19.jpg;http://hospicjum/sites/default/files/gallery/20111009215557/galeria-20111009215557-20.jpg
"Wielkie Tchnienie Życia","2011-10-12 16:34:27 +0100",http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-1.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-2.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-3.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-4.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-5.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-6.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-7.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-8.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-9.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-10.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-11.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-12.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-13.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-14.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-15.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-16.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-17.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-18.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-19.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-20.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-21.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-22.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-23.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-24.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-25.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-26.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-27.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-28.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-29.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-30.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-31.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-32.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-33.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-34.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-35.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-36.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-37.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-38.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-39.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-40.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-41.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-42.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-43.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-44.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-45.jpg;http://hospicjum/sites/default/files/gallery/20111012163427/galeria-20111012163427-46.jpg
"Izery 2011","2011-10-22 00:52:52 +0100",http://hospicjum/sites/default/files/gallery/20111022005252/galeria-20111022005252-1.jpg;http://hospicjum/sites/default/files/gallery/20111022005252/galeria-20111022005252-2.jpg;http://hospicjum/sites/default/files/gallery/20111022005252/galeria-20111022005252-3.jpg;http://hospicjum/sites/default/files/gallery/20111022005252/galeria-20111022005252-4.jpg;http://hospicjum/sites/default/files/gallery/20111022005252/galeria-20111022005252-5.jpg;http://hospicjum/sites/default/files/gallery/20111022005252/galeria-20111022005252-6.jpg
"Dzień Wolontariusza w Stoszowicach","2011-10-26 20:27:03 +0100",http://hospicjum/sites/default/files/gallery/20111026202703/galeria-20111026202703-1.jpg;http://hospicjum/sites/default/files/gallery/20111026202703/galeria-20111026202703-2.jpg;http://hospicjum/sites/default/files/gallery/20111026202703/galeria-20111026202703-3.jpg
"Zumba Maraton dla Hospicjum","2011-11-03 02:22:16 +0100",http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-1.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-2.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-3.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-4.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-5.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-6.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-7.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-8.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-9.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-10.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-11.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-12.jpg;http://hospicjum/sites/default/files/gallery/20111103022216/galeria-20111103022216-13.jpg
"Podwodna przyjemność","2011-11-15 14:51:01 +0100",http://hospicjum/sites/default/files/gallery/20111115145101/galeria-20111115145101-1.jpg;http://hospicjum/sites/default/files/gallery/20111115145101/galeria-20111115145101-2.jpg;http://hospicjum/sites/default/files/gallery/20111115145101/galeria-20111115145101-3.jpg;http://hospicjum/sites/default/files/gallery/20111115145101/galeria-20111115145101-4.jpg;http://hospicjum/sites/default/files/gallery/20111115145101/galeria-20111115145101-5.jpg;http://hospicjum/sites/default/files/gallery/20111115145101/galeria-20111115145101-6.jpg;http://hospicjum/sites/default/files/gallery/20111115145101/galeria-20111115145101-7.jpg;http://hospicjum/sites/default/files/gallery/20111115145101/galeria-20111115145101-8.jpg
"Koncert w Dniu Życzliwości","2011-11-30 16:49:43 +0100",http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-1.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-2.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-3.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-4.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-5.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-6.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-7.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-8.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-9.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-10.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-11.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-12.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-13.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-14.jpg;http://hospicjum/sites/default/files/gallery/20111130164943/galeria-20111130164943-15.jpg
"Akademia Młodego Radiowca na rzecz naszych podopiecznych","2011-12-12 22:17:36 +0100",http://hospicjum/sites/default/files/gallery/20111212221736/galeria-20111212221736-1.jpg;http://hospicjum/sites/default/files/gallery/20111212221736/galeria-20111212221736-2.jpg;http://hospicjum/sites/default/files/gallery/20111212221736/galeria-20111212221736-3.jpg;http://hospicjum/sites/default/files/gallery/20111212221736/galeria-20111212221736-4.jpg;http://hospicjum/sites/default/files/gallery/20111212221736/galeria-20111212221736-5.jpg;http://hospicjum/sites/default/files/gallery/20111212221736/galeria-20111212221736-6.jpg;http://hospicjum/sites/default/files/gallery/20111212221736/galeria-20111212221736-7.jpg
"Mikołajki 2011","2011-12-13 23:39:41 +0100",http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-1.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-2.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-3.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-4.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-5.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-6.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-7.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-8.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-9.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-10.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-11.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-12.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-13.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-14.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-15.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-16.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-17.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-18.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-19.jpg;http://hospicjum/sites/default/files/gallery/20111213233941/galeria-20111213233941-20.jpg
"2. Noworoczny Koncert Charytatywny 6.01.2012 r.","2012-01-14 13:09:26 +0100",http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-1.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-2.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-3.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-4.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-5.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-6.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-7.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-8.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-9.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-10.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-11.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-12.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-13.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-14.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-15.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-16.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-17.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-18.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-19.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-20.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-21.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-22.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-23.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-24.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-25.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-26.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-27.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-28.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-29.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-30.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-31.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-32.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-33.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-34.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-35.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-36.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-37.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-38.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-39.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-40.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-41.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-42.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-43.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-44.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-45.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-46.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-47.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-48.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-49.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-50.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-51.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-52.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-53.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-54.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-55.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-56.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-57.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-58.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-59.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-60.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-61.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-62.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-63.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-64.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-65.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-66.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-67.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-68.jpg;http://hospicjum/sites/default/files/gallery/20120114130926/galeria-20120114130926-69.jpg
"Charytatywny Koncert Kolęd","2012-01-31 17:37:38 +0100",http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-1.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-2.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-3.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-4.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-5.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-6.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-7.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-8.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-9.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-10.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-11.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-12.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-13.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-14.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-15.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-16.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-17.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-18.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-19.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-20.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-21.jpg;http://hospicjum/sites/default/files/gallery/20120131173738/galeria-20120131173738-22.jpg
"Srebrna Góra zdobyta!","2012-02-01 23:17:19 +0100",http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-1.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-2.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-3.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-4.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-5.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-6.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-7.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-8.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-9.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-10.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-11.jpg;http://hospicjum/sites/default/files/gallery/20120201231719/galeria-20120201231719-12.jpg
"Dzień Kobiet 2012","2012-03-19 00:46:59 +0100",http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-1.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-2.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-3.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-4.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-5.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-6.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-7.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-8.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-9.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-10.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-11.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-12.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-13.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-14.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-15.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-16.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-17.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-18.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-19.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-20.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-21.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-22.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-23.jpg;http://hospicjum/sites/default/files/gallery/20120319004659/galeria-20120319004659-24.jpg
"Żółty pochód życia","2012-05-23 19:48:15 +0100",http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-1.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-2.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-3.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-4.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-5.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-6.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-7.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-8.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-9.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-10.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-11.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-12.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-13.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-14.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-15.jpg;http://hospicjum/sites/default/files/gallery/20120523194815/galeria-20120523194815-16.jpg
"Dzień Dziecka 2012","2012-06-15 12:52:58 +0100",http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-1.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-2.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-3.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-4.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-5.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-6.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-7.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-8.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-9.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-10.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-11.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-12.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-13.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-14.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-15.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-16.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-17.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-18.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-19.jpg;http://hospicjum/sites/default/files/gallery/20120615125258/galeria-20120615125258-20.jpg
